# Day in year,Hollandsche IJssel,Lek,Waal,Maas,Haringvliet,Lobith
229,2,5,518.2460714,35.64,0,749.76
230,2,5,510.7159821,35.92,0,740.74
231,2,5,505.4232143,37.26,0,734.4
232,2,5,496.9247321,37.17,0,724.22
233,2,5,491.7655357,36.89,0,718.04
234,2,5,488.4512946,36.64,0,714.07
235,2,5,483.0416518,36.17,0,707.59
236,2,5,484.4191071,35.67,0,709.24
237,2,5,492.5836607,35.12,0,719.02
238,2,5,500.9151786,35,0,729
