# Day in year,Hollandsche IJssel,Lek,Waal,Maas,Haringvliet
1.740000000000000000e+02,0.000000000000000000e+00,2.413526011560693973e+01,8.781687861271676638e+02,4.995000000000000284e+01,2.729271676300578520e+01
1.750000000000000000e+02,0.000000000000000000e+00,2.425101156069364094e+01,8.843036127167630411e+02,5.103000000000000114e+01,2.805667630057804018e+01
1.760000000000000000e+02,0.000000000000000000e+00,2.432514450867051892e+01,8.882326589595375026e+02,5.057000000000000028e+01,2.854595375722542627e+01
1.770000000000000000e+02,0.000000000000000000e+00,2.432023121387283382e+01,8.879722543352601178e+02,4.836999999999999744e+01,2.851352601156069611e+01
1.780000000000000000e+02,0.000000000000000000e+00,2.452008670520230993e+01,8.985645953757225470e+02,4.638000000000000256e+01,2.983257225433525406e+01
1.790000000000000000e+02,0.000000000000000000e+00,2.452817919075144459e+01,8.989934971098265351e+02,4.527000000000000313e+01,2.988598265895952721e+01
1.800000000000000000e+02,0.000000000000000000e+00,2.452586705202312345e+01,8.988709537572254931e+02,4.646999999999999886e+01,2.987072254335260624e+01
1.810000000000000000e+02,0.000000000000000000e+00,2.440867052023121175e+01,8.926595375722542940e+02,4.764000000000000057e+01,2.909722543352600255e+01
1.820000000000000000e+02,2.000000000000000000e+00,2.410158959537572088e+01,8.743842485549132562e+02,4.746999999999999886e+01,2.707049132947976133e+01
1.830000000000000000e+02,2.000000000000000000e+00,2.365549132947976929e+01,8.507410404624278044e+02,4.670000000000000284e+01,2.412624277456647448e+01
1.840000000000000000e+02,2.000000000000000000e+00,2.321184971098265848e+01,8.272280346820808745e+02,4.553999999999999915e+01,2.119820809248554738e+01
1.850000000000000000e+02,2.000000000000000000e+00,2.276242774566474125e+01,8.034086705202312260e+02,4.424000000000000199e+01,1.823202312138728942e+01
1.860000000000000000e+02,2.000000000000000000e+00,2.227832369942196777e+01,7.777511560693642423e+02,4.347999999999999687e+01,0.000000000000000000e+00
1.870000000000000000e+02,2.000000000000000000e+00,2.234291907514451125e+01,7.811747109826590076e+02,9.460999999999999943e+01,0.000000000000000000e+00
1.880000000000000000e+02,2.000000000000000000e+00,2.423641618497109818e+01,8.815300578034682530e+02,1.583000000000000114e+02,2.796034682080925293e+01
1.890000000000000000e+02,2.000000000000000000e+00,2.583583815028901398e+01,9.662994219653178334e+02,1.394099999999999966e+02,3.851653179190750365e+01
1.900000000000000000e+02,2.000000000000000000e+00,2.538815028901733939e+01,9.425719653179189663e+02,1.122600000000000051e+02,3.556179190751443997e+01
1.910000000000000000e+02,2.000000000000000000e+00,2.461820809248554909e+01,9.017650289017340128e+02,8.931000000000000227e+01,3.048017341040461403e+01
1.920000000000000000e+02,2.000000000000000000e+00,2.413439306358381486e+01,8.761228323699421026e+02,7.251999999999999602e+01,2.728699421965317029e+01
1.930000000000000000e+02,2.000000000000000000e+00,2.413670520231213956e+01,8.762453757225433719e+02,6.182000000000000028e+01,2.730225433526011258e+01
1.940000000000000000e+02,2.000000000000000000e+00,2.413410404624277561e+01,8.761075144508670292e+02,5.514000000000000057e+01,2.728508670520230339e+01
1.950000000000000000e+02,2.000000000000000000e+00,2.383526011560693902e+01,8.602687861271676866e+02,5.047999999999999687e+01,2.531271676300578832e+01
1.960000000000000000e+02,2.000000000000000000e+00,2.356734104046242706e+01,8.460690751445085880e+02,4.727000000000000313e+01,2.354445086705201362e+01
1.970000000000000000e+02,2.000000000000000000e+00,2.305086705202311848e+01,8.186959537572253112e+02,4.510000000000000142e+01,2.013572254335258904e+01
1.980000000000000000e+02,2.000000000000000000e+00,2.244393063583815007e+01,7.865283236994218896e+02,4.596000000000000085e+01,1.612994219653177908e+01
1.990000000000000000e+02,2.000000000000000000e+00,2.182153179190751402e+01,7.535411849710982324e+02,5.000999999999999801e+01,0.000000000000000000e+00
2.000000000000000000e+02,2.000000000000000000e+00,2.113135838150288848e+01,7.169619942196532065e+02,5.171999999999999886e+01,0.000000000000000000e+00
2.010000000000000000e+02,2.000000000000000000e+00,2.053164739884392986e+01,6.851773121387283254e+02,5.056000000000000227e+01,0.000000000000000000e+00
2.020000000000000000e+02,2.000000000000000000e+00,2.004335260115606943e+01,6.592976878612716973e+02,4.810999999999999943e+01,0.000000000000000000e+00
2.030000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,6.450537053571429169e+02,4.800999999999999801e+01,0.000000000000000000e+00
2.040000000000000000e+02,2.000000000000000000e+00,2.019393063583815007e+01,6.672783236994218896e+02,4.828999999999999915e+01,0.000000000000000000e+00
2.050000000000000000e+02,2.000000000000000000e+00,2.127485549132947895e+01,7.245673410404624519e+02,4.686999999999999744e+01,0.000000000000000000e+00
2.060000000000000000e+02,2.000000000000000000e+00,2.296835260115607014e+01,8.143226878612717883e+02,4.624000000000000199e+01,1.959112716763006290e+01
2.070000000000000000e+02,2.000000000000000000e+00,2.593656069364161709e+01,9.716377167630057556e+02,4.900000000000000000e+01,3.918130057803467281e+01
2.080000000000000000e+02,2.000000000000000000e+00,2.760852601156069142e+01,1.060251878612716609e+03,5.371000000000000085e+01,5.021627167630057187e+01
2.090000000000000000e+02,2.000000000000000000e+00,2.680216763005780223e+01,1.017514884393063539e+03,5.621000000000000085e+01,4.489430635838150607e+01
2.100000000000000000e+02,2.000000000000000000e+00,2.530447976878612693e+01,9.381374277456646951e+02,5.481000000000000227e+01,3.500956647398842847e+01
2.110000000000000000e+02,2.000000000000000000e+00,2.431343930635838291e+01,8.856122832369942444e+02,5.796999999999999886e+01,2.846869942196531866e+01
2.120000000000000000e+02,2.000000000000000000e+00,2.340101156069363952e+01,8.372536127167629729e+02,6.242999999999999972e+01,2.244667630057802299e+01
2.130000000000000000e+02,2.000000000000000000e+00,2.304002890173410378e+01,8.181215317919073868e+02,6.415999999999999659e+01,2.006419075144507502e+01
2.140000000000000000e+02,2.000000000000000000e+00,2.320447976878612906e+01,8.268374277456647405e+02,6.448999999999999488e+01,2.114956647398843970e+01
2.150000000000000000e+02,2.000000000000000000e+00,2.405130057803468091e+01,8.717189306358380918e+02,6.153999999999999915e+01,2.673858381502889259e+01
2.160000000000000000e+02,2.000000000000000000e+00,2.392066473988439412e+01,8.647952312138727393e+02,5.710999999999999943e+01,2.587638728323698700e+01
2.170000000000000000e+02,2.000000000000000000e+00,2.304407514450867112e+01,8.183359826589596651e+02,5.340999999999999659e+01,2.009089595375723292e+01
2.180000000000000000e+02,2.000000000000000000e+00,2.239089595375722652e+01,7.837174855491330163e+02,5.015999999999999659e+01,1.577991329479769078e+01
2.190000000000000000e+02,2.000000000000000000e+00,2.164855491329479875e+01,7.443734104046243374e+02,4.671000000000000085e+01,0.000000000000000000e+00
2.200000000000000000e+02,2.000000000000000000e+00,2.055736994219653369e+01,6.865406069364162249e+02,4.414000000000000057e+01,0.000000000000000000e+00
2.210000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,6.454043303571429533e+02,4.225000000000000000e+01,0.000000000000000000e+00
2.220000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,6.226220535714286370e+02,4.085000000000000142e+01,0.000000000000000000e+00
2.230000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.989381696428572468e+02,3.960999999999999943e+01,0.000000000000000000e+00
2.240000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.826675000000000182e+02,3.850000000000000000e+01,0.000000000000000000e+00
2.250000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.625816964285713766e+02,3.738000000000000256e+01,0.000000000000000000e+00
2.260000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.548929910714286962e+02,3.636999999999999744e+01,0.000000000000000000e+00
2.270000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.446163392857142753e+02,3.579999999999999716e+01,0.000000000000000000e+00
2.280000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.361345535714285688e+02,3.565999999999999659e+01,0.000000000000000000e+00
2.290000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.332460714285714403e+02,3.564000000000000057e+01,0.000000000000000000e+00
2.300000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.257159821428572286e+02,3.592000000000000171e+01,0.000000000000000000e+00
2.310000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.204232142857142662e+02,3.725999999999999801e+01,0.000000000000000000e+00
2.320000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.119247321428572377e+02,3.717000000000000171e+01,0.000000000000000000e+00
2.330000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.067655357142857611e+02,3.689000000000000057e+01,0.000000000000000000e+00
2.340000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.034512946428571922e+02,3.664000000000000057e+01,0.000000000000000000e+00
2.350000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,4.980416517857142935e+02,3.617000000000000171e+01,0.000000000000000000e+00
2.360000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,4.994191071428572286e+02,3.567000000000000171e+01,0.000000000000000000e+00
2.370000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.075836607142857702e+02,3.511999999999999744e+01,0.000000000000000000e+00
2.380000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.159151785714285552e+02,3.500000000000000000e+01,0.000000000000000000e+00
2.390000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.193129017857143026e+02,3.563000000000000256e+01,0.000000000000000000e+00
2.400000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.220177232142856383e+02,3.670000000000000284e+01,0.000000000000000000e+00
2.410000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.266593303571428351e+02,3.738000000000000256e+01,0.000000000000000000e+00
2.420000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,5.424374553571428805e+02,5.332000000000000028e+01,0.000000000000000000e+00
2.430000000000000000e+02,2.000000000000000000e+00,2.000000000000000000e+01,6.359708482142857520e+02,7.314000000000000057e+01,0.000000000000000000e+00
2.440000000000000000e+02,2.000000000000000000e+00,2.191026011560693831e+01,7.582437861271677093e+02,6.939000000000000057e+01,0.000000000000000000e+00
2.450000000000000000e+02,2.000000000000000000e+00,2.206936416184971250e+01,7.666763005780346703e+02,6.382000000000000028e+01,0.000000000000000000e+00
