# Day in year,Hollandsche IJssel,Lek,Waal,Maas,Haringvliet
1.520000000000000000e+02,0.000000000000000000e+00,2.251719653179190672e+01,7.924114161849711309e+02,6.214000000000000057e+01,0.000000000000000000e+00
1.530000000000000000e+02,0.000000000000000000e+00,2.213858381502890182e+01,7.723449421965317470e+02,6.002000000000000313e+01,0.000000000000000000e+00
1.540000000000000000e+02,0.000000000000000000e+00,2.169263005780346987e+01,7.487093930635837751e+02,5.810000000000000142e+01,0.000000000000000000e+00
1.550000000000000000e+02,0.000000000000000000e+00,2.131358381502890254e+01,7.286199421965317242e+02,5.632999999999999829e+01,0.000000000000000000e+00
1.560000000000000000e+02,0.000000000000000000e+00,2.104147398843930716e+01,7.141981213872833223e+02,5.471999999999999886e+01,0.000000000000000000e+00
1.570000000000000000e+02,0.000000000000000000e+00,2.068684971098265990e+01,6.954030346820809427e+02,5.321000000000000085e+01,0.000000000000000000e+00
1.580000000000000000e+02,2.000000000000000000e+00,2.048121387283237027e+01,6.825043352601155675e+02,5.439999999999999858e+01,0.000000000000000000e+00
1.590000000000000000e+02,2.000000000000000000e+00,2.051228323699422162e+01,6.841510115606936324e+02,5.507999999999999829e+01,0.000000000000000000e+00
1.600000000000000000e+02,2.000000000000000000e+00,2.080260115606936466e+01,6.995378612716763200e+02,7.156999999999999318e+01,0.000000000000000000e+00
1.610000000000000000e+02,2.000000000000000000e+00,2.310867052023121104e+01,8.217595375722542030e+02,1.032399999999999949e+02,2.051722543352600070e+01
1.620000000000000000e+02,2.000000000000000000e+00,2.653078034682081210e+01,1.003131358381502878e+03,1.026400000000000006e+02,4.310315028901734280e+01
1.630000000000000000e+02,2.000000000000000000e+00,2.751676300578034784e+01,1.055388439306358350e+03,9.365000000000000568e+01,4.961063583815029432e+01
1.640000000000000000e+02,2.000000000000000000e+00,2.686763005780346703e+01,1.020984393063583866e+03,8.129999999999999716e+01,4.532635838150288521e+01
1.650000000000000000e+02,2.000000000000000000e+00,2.627341040462427557e+01,9.894907514450865165e+02,7.290999999999999659e+01,4.140450867052021522e+01
1.660000000000000000e+02,2.000000000000000000e+00,2.546401734104046000e+01,9.465929190751444366e+02,6.670999999999999375e+01,3.606251445086704166e+01
1.670000000000000000e+02,0.000000000000000000e+00,2.519378612716763044e+01,9.342706647398845234e+02,6.239000000000000057e+01,3.427898843930636730e+01
1.680000000000000000e+02,0.000000000000000000e+00,2.498352601156069142e+01,9.231268786127166095e+02,5.968999999999999773e+01,3.289127167630056903e+01
1.690000000000000000e+02,0.000000000000000000e+00,2.468338150289017108e+01,9.072192196531791524e+02,5.763000000000000256e+01,3.091031791907513337e+01
